Dates,A_LAST,A_VOLUME,AAL_LAST,AAL_VOLUME,AAPL_LAST,AAPL_VOLUME,ABBV_LAST,ABBV_VOLUME,ABC_LAST,ABC_VOLUME,ABMD_LAST,ABMD_VOLUME,ABT_LAST,ABT_VOLUME,ACN_LAST,ACN_VOLUME,ADBE_LAST,ADBE_VOLUME,ADI_LAST,ADI_VOLUME,ADM_LAST,ADM_VOLUME,ADP_LAST,ADP_VOLUME,ADSK_LAST,ADSK_VOLUME,AEE_LAST,AEE_VOLUME,AEP_LAST,AEP_VOLUME,AES_LAST,AES_VOLUME,AFL_LAST,AFL_VOLUME,AIG_LAST,AIG_VOLUME,AIZ_LAST,AIZ_VOLUME,AJG_LAST,AJG_VOLUME,AKAM_LAST,AKAM_VOLUME,ALB_LAST,ALB_VOLUME,ALGN_LAST,ALGN_VOLUME,ALK_LAST,ALK_VOLUME,ALL_LAST,ALL_VOLUME,ALLE_LAST,ALLE_VOLUME,ALXN_LAST,ALXN_VOLUME,ALXN_LAST,ALXN_VOLUME,AMCR_LAST,AMCR_VOLUME,AMD_LAST,AMD_VOLUME,AME_LAST,AME_VOLUME,AMGN_LAST,AMGN_VOLUME,AMP_LAST,AMP_VOLUME,AMT_LAST,AMT_VOLUME,AMZN_LAST,AMZN_VOLUME,ANET_LAST,ANET_VOLUME,ANSS_LAST,ANSS_VOLUME,ANTM_LAST,ANTM_VOLUME,AON_LAST,AON_VOLUME,AOS_LAST,AOS_VOLUME,APA_LAST,APA_VOLUME,APD_LAST,APD_VOLUME,APH_LAST,APH_VOLUME,APTV_LAST,APTV_VOLUME,ARE_LAST,ARE_VOLUME,ATO_LAST,ATO_VOLUME,ATVI_LAST,ATVI_VOLUME,AVB_LAST,AVB_VOLUME,AVGO_LAST,AVGO_VOLUME,AVY_LAST,AVY_VOLUME,AWK_LAST,AWK_VOLUME,AXP_LAST,AXP_VOLUME,AZO_LAST,AZO_VOLUME,BA_LAST,BA_VOLUME,BAC_LAST,BAC_VOLUME,BAX_LAST,BAX_VOLUME,BBY_LAST,BBY_VOLUME,BDX_LAST,BDX_VOLUME,BEN_LAST,BEN_VOLUME,BF.B_LAST,BF.B_VOLUME,BIIB_LAST,BIIB_VOLUME,BIO_LAST,BIO_VOLUME,BK_LAST,BK_VOLUME,BKNG_LAST,BKNG_VOLUME,BKR_LAST,BKR_VOLUME,BLK_LAST,BLK_VOLUME,BLL_LAST,BLL_VOLUME,BMY_LAST,BMY_VOLUME,BR_LAST,BR_VOLUME,BRK.B_LAST,BRK.B_VOLUME,BSX_LAST,BSX_VOLUME,BWA_LAST,BWA_VOLUME,BXP_LAST,BXP_VOLUME,C_LAST,C_VOLUME,CAG_LAST,CAG_VOLUME,CAH_LAST,CAH_VOLUME,CARR_LAST,CARR_VOLUME,CAT_LAST,CAT_VOLUME,CB_LAST,CB_VOLUME,CBOE_LAST,CBOE_VOLUME,CBRE_LAST,CBRE_VOLUME,CCI_LAST,CCI_VOLUME,CCL_LAST,CCL_VOLUME,CDNS_LAST,CDNS_VOLUME,CDW_LAST,CDW_VOLUME,CE_LAST,CE_VOLUME,CERN_LAST,CERN_VOLUME,CF_LAST,CF_VOLUME,CFG_LAST,CFG_VOLUME,CHD_LAST,CHD_VOLUME,CHRW_LAST,CHRW_VOLUME,CHTR_LAST,CHTR_VOLUME,CI_LAST,CI_VOLUME,CINF_LAST,CINF_VOLUME,CL_LAST,CL_VOLUME,CLX_LAST,CLX_VOLUME,CMA_LAST,CMA_VOLUME,CMCSA_LAST,CMCSA_VOLUME,CME_LAST,CME_VOLUME,CMG_LAST,CMG_VOLUME,CMI_LAST,CMI_VOLUME,CMS_LAST,CMS_VOLUME,CNC_LAST,CNC_VOLUME,CNP_LAST,CNP_VOLUME,COF_LAST,COF_VOLUME,COG_LAST,COG_VOLUME,COO_LAST,COO_VOLUME,COP_LAST,COP_VOLUME,COST_LAST,COST_VOLUME,CPB_LAST,CPB_VOLUME,SPRT_LAST,CPRT_VOLUME,CRM_LAST,CRM_VOLUME,CSCO_LAST,CSCO_VOLUME,CSX_LAST,CSX_VOLUME,CTAS_LAST,CTAS_VOLUME,CTLT_LAST,CTLT_VOLUME,CTSH_LAST,CTSH_VOLUME,CTVA_LAST,CTVA_VOLUME,CTXS_LAST,CTXS_VOLUME,CVS_LAST,CVS_VOLUME,CVX_LAST,CVX_VOLUME,CZR_LAST,CZR_VOLUME,D_LAST,D_VOLUME,DAL_LAST,DAL_VOLUME,DD_LAST,DD_VOLUME,DE_LAST,DE_VOLUME,DFS_LAST,DFS_VOLUME,DG_LAST,DG_VOLUME,DGX_LAST,DGX_VOLUME,DHI_LAST,DHI_VOLUME,DHR_LAST,DHR_VOLUME,DIS_LAST,DIS_VOLUME,DISCA_LAST,DISCA_VOLUME,DISCK_LAST,DISCK_VOLUME,DISH_LAST,DISH_VOLUME,DLR_LAST,DLR_VOLUME,DLTR_LAST,DLTR_VOLUME,DOV_LAST,DOV_VOLUME,DOW_LAST,DOW_VOLUME,DPZ_LAST,DPZ_VOLUME,DRE_LAST,DRE_VOLUME,DRI_LAST,DRI_VOLUME,DTE_LAST,DTE_VOLUME,DUK_LAST,DUK_VOLUME,DVA_LAST,DVA_VOLUME,DVN_LAST,DVN_VOLUME,DXC_LAST,DXC_VOLUME,DXCM_LAST,DXCM_VOLUME,EA_LAST,EA_VOLUME,EBAY_LAST,EBAY_VOLUME,ECL_LAST,ECL_VOLUME,ED_LAST,ED_VOLUME,EFX_LAST,EFX_VOLUME,EIX_LAST,EIX_VOLUME,EL_LAST,EL_VOLUME,EMN_LAST,EMN_VOLUME,EMR_LAST,EMR_VOLUME,ENPH_LAST,ENPH_VOLUME,EOG_LAST,EOG_VOLUME,EQIX_LAST,EQIX_VOLUME,EQR_LAST,EQR_VOLUME,ES_LAST,ES_VOLUME,ESS_LAST,ESS_VOLUME,ETN_LAST,ETN_VOLUME,ETR_LAST,ETR_VOLUME,ETSY_LAST,ETSY_VOLUME,EVRG_LAST,EVRG_VOLUME,EW_LAST,EW_VOLUME,EXC_LAST,EXC_VOLUME,EXPD_LAST,EXPD_VOLUME,EXPE_LAST,EXPE_VOLUME,EXR_LAST,EXR_VOLUME,F_LAST,F_VOLUME,FANG_LAST,FANG_VOLUME,FAST_LAST,FAST_VOLUME,FB_LAST,FB_VOLUME,FBSH_LAST,FBSH_VOLUME,FCX_LAST,FCX_VOLUME,FDX_LAST,FDX_VOLUME,FE_LAST,FE_VOLUME,FFIV_LAST,FFIV_VOLUME,FIS_LAST,FIS_VOLUME,FISV_LAST,FISV_VOLUME,FITB_LAST,FITB_VOLUME,FLIR_LAST,FLIR_VOLUME,FLT_LAST,FLT_VOLUME,FMC_LAST,FMC_VOLUME,FOX_LAST,FOX_VOLUME,FOXA_LAST,FOXA_VOLUME,FRC_LAST,FRC_VOLUME,FRT_LAST,FRT_VOLUME,FTNT_LAST,FTNT_VOLUME,FTV_LAST,FTV_VOLUME,GD_LAST,GD_VOLUME,GE_LAST,GE_VOLUME,GILD_LAST,GILD_VOLUME,GIS_LAST,GIS_VOLUME,GL_LAST,GL_VOLUME,GLW_LAST,GLW_VOLUME,GM_LAST,GM_VOLUME,GNRC_LAST,GNRC_VOLUME,GOOG_LAST,GOOG_VOLUME,GOOGL_LAST,GOOGL_VOLUME,GPC_LAST,GPC_VOLUME,GPN_LAST,GPN_VOLUME,GPS_LAST,GPS_VOLUME,GRMN_LAST,GRMN_VOLUME,GS_LAST,GS_VOLUME,GWW_LAST,GWW_VOLUME,HAL_LAST,HAL_VOLUME,HAS_LAST,HAS_VOLUME,HBAN_LAST,HBAN_VOLUME,HBI_LAST,HBI_VOLUME,BCA_LAST,HCA_VOLUME,HD_LAST,HD_VOLUME,HES_LAST,HES_VOLUME,HFC_LAST,HFC_VOLUME,HIG_LAST,HIG_VOLUME,HII_LAST,HII_VOLUME,HTL_LAST,HTL_VOLUME,HOLX_LAST,HOLX_VOLUME,HON_LAST,HON_VOLUME,HPE_LAST,HPE_VOLUME,HPQ_LAST,HPQ_VOLUME,HRL_LAST,HRL_VOLUME,HSIC_LAST,HSIC_VOLUME
#NAME?,66.97,518923,#NAME?,868798,#NAME?,33830788,#NAME?,1420122,#NAME?,245658,#NAME?,105011,#NAME?,1798064,#NAME?,639831,#NAME?,922238,#NAME?,1329427,#NAME?,901938,#NAME?,505890,#NAME?,517643,#NAME?,407717,#NAME?,#N/A N/A,#NAME?,1378639,#NAME?,871208,#NAME?,1014038,#NAME?,132871,#NAME?,208456,#NAME?,405532,#NAME?,187636,#NAME?,225513,#NAME?,275618,#NAME?,424680,#NAME?,208143,#NAME?,460527,#NAME?,2316574,#NAME?,#N/A N/A,#NAME?,4944559,#NAME?,326218,#NAME?,940583,#NAME?,241218,#NAME?,460281,#NAME?,810676,#NAME?,103852,#NAME?,215302,#NAME?,414505,#NAME?,323182,#NAME?,230801,#NAME?,#N/A N/A,#NAME?,304462,#NAME?,725734,#NAME?,358582,#NAME?,141346,#NAME?,307643,#NAME?,1274957,#NAME?,168380,#NAME?,811305,#NAME?,151968,#NAME?,295228,#NAME?,849691,#NAME?,75302,#NAME?,643117,#NAME?,12518438,#NAME?,627892,#NAME?,634708,#NAME?,663834,#NAME?,389469,#NAME?,547499,#NAME?,303687,#NAME?,38788,#NAME?,938521,#NAME?,144605,#NAME?,1013121,#NAME?,154493,#NAME?,534215,#NAME?,1638130,#NAME?,118278,#NAME?,1790233,#NAME?,2186819,#NAME?,266476,#NAME?,233897,#NAME?,4532204,#NAME?,752899,#NAME?,479163,#NAME?,#N/A N/A,#NAME?,928246,#NAME?,429566,#NAME?,31318,#NAME?,408596,#NAME?,404086,#NAME?,512337,#NAME?,684968,#NAME?,161803,#NAME?,106594,#NAME?,511582,#NAME?,490632,#NAME?,797477,#NAME?,316122,#NAME?,313953,#NAME?,439516,#NAME?,440554,#NAME?,213044,#NAME?,809740,#NAME?,182788,#NAME?,312389,#NAME?,5826585,#NAME?,439738,#NAME?,226707,#NAME?,199186,#NAME?,552527,#NAME?,532008,#NAME?,600996,#NAME?,559136,#NAME?,1056191,#NAME?,119253,#NAME?,1406188,#NAME?,785879,#NAME?,346336,#NAME?,344641,#NAME?,998417,#NAME?,6353773,#NAME?,1296827,#NAME?,224118,#NAME?,213158,#NAME?,1019598,#NAME?,#N/A N/A,#NAME?,312755,#NAME?,1632907,#NAME?,1936015,#NAME?,101037,#NAME?,1158989,#NAME?,1068700,#NAME?,696431,#NAME?,445174,#NAME?,608882,#NAME?,738838,#NAME?,207633,#NAME?,672910,#NAME?,869663,#NAME?,2018152,#NAME?,923663,#NAME?,692222,#NAME?,488624,#NAME?,221860,#NAME?,547221,#NAME?,205165,#NAME?,#N/A N/A,#NAME?,415835,#NAME?,624598,#NAME?,494194,#NAME?,225412,#NAME?,806996,#NAME?,261723,#NAME?,825466,#NAME?,339122,#NAME?,226645,#NAME?,884501,#NAME?,1987345,#NAME?,300426,#NAME?,467432,#NAME?,273470,#NAME?,655074,#NAME?,329426,#NAME?,264777,#NAME?,745982,#NAME?,64441,#NAME?,762338,#NAME?,119539,#NAME?,566955,#NAME?,628479,#NAME?,76900,#NAME?,1029594,#NAME?,306632,#NAME?,369856,#NAME?,167992,#NAME?,907641,#NAME?,#N/A N/A,#NAME?,317720,#NAME?,374004,#NAME?,206012,#NAME?,6435540,#NAME?,365600,#NAME?,1075516,#NAME?,3798988,#NAME?,235108,#NAME?,4418217,#NAME?,307166,#NAME?,762899,#NAME?,165572,#NAME?,371441,#NAME?,700070,#NAME?,1270632,#NAME?,270882,#NAME?,125630,#NAME?,196769,#NAME?,#N/A N/A,#NAME?,#N/A N/A,#NAME?,233841,#NAME?,126649,#NAME?,447436,#NAME?,348039,#NAME?,288665,#NAME?,17578714,#NAME?,2554652,#NAME?,782245,#NAME?,123114,#NAME?,1217914,#NAME?,2000708,#NAME?,104309,#NAME?,432841,#NAME?,622006,#NAME?,193460,#NAME?,312566,#NAME?,632504,#NAME?,230866,#NAME?,710704,#NAME?,177188,#NAME?,1837612,#NAME?,301524,#NAME?,1764848,#NAME?,1175673,#NAME?,345611,#NAME?,1679483,#NAME?,811312,#NAME?,340327,#NAME?,366691,#NAME?,261849,#NAME?,404267,#NAME?,520725,#NAME?,760575,#NAME?,2601838,#NAME?,2217675,#NAME?,410235,#NAME?,360496
1/2/2018,67.6,314624,52.99,1215215,43.065,31620976,98.41,1155827,94.04,296662,192.49,124680,58.79,2294132,153.84,734734,177.7,844594,90.28,933960,40.09,1022102,115.99,1314056,107.12,729408,58.39,341851,#N/A N/A,#N/A N/A,10.88,1536045,43.985,756314,59.5,1050548,99.23,113320,62.17,245833,65.56,545241,131.53,209714,224.62,389495,75.01,457071,101.92,890556,79.91,150741,124.05,717997,53.04,2765502,#N/A N/A,#N/A N/A,10.98,7669966,72.75,220547,177,877307,169.91,207129,141.13,447339,1189.01,902354,231.03,264082,148.55,179345,226,208718,131.49,210075,61.53,192047,#N/A N/A,#N/A N/A,165.51,363563,43.9,903654,86.11,398936,129.93,133858,85.04,269357,64.31,1785474,177.24,127119,267.01,1318827,115.68,123831,89.08,355139,98.94,647057,736.54,86010,296.84,687425,29.9,10320953,67.17,1229980,69.16,1242723,217.84,944207,43.25,682114,54.16,405638,334.17,550297,241.42,48230,53.82,1020022,1784.75,193243,32.23,916231,508.97,152529,38.63,722351,61.31,1825823,90.8,167945,197.22,1179187,25.28,2409555,51.78,499635,129.28,140908,74.36,3686808,37.52,638043,63.23,577888,#N/A N/A,#N/A N/A,157.04,1163897,142.3,423080,122.78,38498,43.82,497136,108.93,381610,66.75,767460,42.05,635070,69.76,275811,106.76,138982,68.57,530973,43.14,608141,42.68,1434292,49.43,412719,89.74,391232,348.97,907518,202.56,451942,73.08,232335,75.14,1042095,144.99,247639,86.57,264965,41.07,6074788,144.79,443404,292.95,233365,177.06,239656,46.95,691950,51.295,676872,28.02,600068,99.61,512539,28.9,1144958,220.62,82461,55.32,1096796,188.32,934812,47.39,507863,43.595,319781,104.41,1064458,38.86,5195255,56.34,1772993,156.85,223322,42.04,368741,70.95,1128397,#N/A N/A,#N/A N/A,88.69,382586,73.52,1656247,127.58,1641377,31.65,206396,80.28,689170,56.74,1550203,102.2996,799320,158.01,495224,76.91,579274,94.06,514628,98.9,202980,51.06,999656,92.44,804961,111.8,2878967,23.11,1382914,21.83,1293779,50.0002,1145797,112.66,299604,108.69,490209,82.0821,276628,#N/A N/A,#N/A N/A,186.94,291869,26.89,708484,96.32,478653,108.45,273636,83.23,970233,72.54,339722,42.23,1650368,82.2129,284510,57.99,341563,109.45,1375062,38.06,2169288,134.5,336028,83.58,680938,119.54,385505,63.25,608064,127.59,388314,94.27,395934,70.74,805965,2.6,204607,109.3,570579,446.92,182222,63.51,426009,63.15,1132493,240.08,75252,78.86,877606,82.6,599501,20.83,415423,53.14,224432,37.193,1170801,#N/A N/A,#N/A N/A,64.98,482979,121.42,550677,85.68,436799,12.66,5176453,127.88,519171,27.27,1167634,181.42,4426979,68.74,225270,19.77,6085695,257.6,490719,30.82,1267665,132.58,162294,93.7,432349,65.175,675198,30.43,1318894,47.11,309144,193.87,175113,82.9589,341120,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,84.96,397129,133.75,97502,44.35,460291,60.5217,344403,200.49,440966,17.2833,15943261,74.1,2862581,59.04,1068732,90.21,158745,32.62,1864959,41.8,1878657,48.03,122910,1065,530437,1073.21,660517,96.58,352139,99.56,364785,33.87,1273738,59.54,417344,255.67,710482,235.71,143680,49.61,2327015,92.08,366603,14.6,2659678,21.3,937406,89.51,642131,188.03,1294064,47.85,609192,51.3,444153,55.27,450808,228.01,3338559,79.68,369819,42.87,875994,147.17,783996,14.61,2263693,21.32,1963190,36.36,538538,56.026,481955
1/3/2018,69.32,416378,52.34,1369531,43.058,30962544,99.95,1173344,94.39,237542,195.82,73727,58.92,1484057,154.55,615651,181.04,869934,91.4,765358,39.78,767387,117.25,613212,109.38,642788,58.09,283514,#N/A N/A,#N/A N/A,10.87,1736549,44.115,1027194,60.16,1245268,99.51,99214,62.64,278413,65.94,846539,131.79,166389,231.2,348409,74.66,327649,101.98,644423,80.25,205984,124.95,763739,53.98,3147570,#N/A N/A,#N/A N/A,11.55,23928192,73.39,279023,180.34,1012739,169.07,190421,141.68,391998,1204.2,1073248,235.6,131284,151.42,210277,229.15,266487,133.59,259602,61.9,239616,#N/A N/A,#N/A N/A,166.41,247731,44.47,970160,87.54,318971,129.32,128230,84.34,152556,65.31,1360629,177.79,113897,269.93,1027451,116.01,131666,88.45,257898,99.55,641950,749.43,118348,297.8,782649,29.8,10340868,68.25,868861,68.4,708126,219.99,519602,43.45,488285,54.552,318464,339.85,417874,250.47,67178,54.15,683539,1824.16,173194,33.53,1090037,514.34,122289,38.53,488740,61.36,1533994,90.72,140913,199.79,1304936,25.56,2059669,52.04,234078,129.35,111932,74.59,3897843,37.33,824051,62.86,444742,#N/A N/A,#N/A N/A,157.28,956645,143.42,530685,123.55,46698,44.19,367409,108.47,482794,66.9,638498,42.93,708816,71.8,320221,107.18,183357,69.07,354992,43.15,417753,43.17,1154104,49.11,504481,89.49,512204,353.03,824775,205.96,489547,72.79,214523,74.85,862889,143.43,341750,86.54,325189,40.41,5855681,147.11,517462,309,320107,179.01,260105,46.66,556016,52.215,503790,27.96,577562,99.44,736044,29.03,1352114,226.74,146622,56.34,1027088,190.58,1162218,46.72,453452,43.39,421273,105.29,847879,39.17,6770420,57.05,2457284,158.42,190281,42.35,259502,71.55,1092548,#N/A N/A,#N/A N/A,89.65,327582,73.2,1257977,128.51,1718457,31.3,176886,77.19,2335965,55.69,1762803,103.9358,733278,158.73,355126,77.48,490249,93.99,451016,99.25,237525,52.86,1016028,93.67,651196,112.28,2736820,22.62,1309339,21.48,804512,49.1635,596981,113.69,298105,108.02,535095,82.744,188694,#N/A N/A,#N/A N/A,191.66,119660,26.81,560192,98.54,440154,108.1,308032,82.97,725185,72.91,265788,42.72,969351,83.7698,286982,58.08,323230,109.75,856649,39.22,2331873,135.37,225216,82.79,492789,120.16,237634,62.75,912948,129.62,509873,95.35,390648,71.39,763915,2.58,98213,110.93,754937,448.98,160332,63.84,406641,62.59,660365,242.54,91262,81.64,1051827,81.69,391711,20.41,584643,52.32,163276,38.197,956001,#N/A N/A,#N/A N/A,65.07,349215,125.17,912346,85.86,225240,12.76,7089492,129.17,377630,27.28,1289302,184.67,4282104,69.55,198742,19.47,4486570,260.82,460826,30.38,1014181,134.04,377057,94.25,431353,65.705,584008,30.52,1115404,47.48,372278,194.96,136126,84.0248,225392,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,87.81,349862,133.25,101810,45.03,428007,60.5551,419688,201.74,399811,17.4467,18524448,74.66,1922058,58.73,738719,90.47,131291,33.42,1581970,42.82,2701877,49.73,166256,1082.48,479286,1091.52,588286,97.3,146223,101.71,275310,33.17,942362,60.27,306027,253.29,754778,234.23,189937,50.5,2759166,91.29,511038,14.72,2868363,21.03,634788,87.04,472241,189.01,1167784,49.4,772239,51.38,560080,54.83,760951,229.39,332078,80.85,327151,43.49,653150,145.954,1278256,14.7,2564078,21.37,1610062,36,588243,56.551,551586
1/4/2018,68.8,586767,52.67,1413758,43.258,28992984,99.38,869359,94.18,421778,199.25,129822,58.82,2083351,156.38,578405,183.22,924083,91.3,689949,40.45,1129309,118.37,458398,112.07,872272,57.43,549790,#N/A N/A,#N/A N/A,10.83,1707625,44.57,1062184,60.4,1131127,100.05,157370,63.22,302407,65.6,774452,130.22,219540,233.3,414496,73.85,349435,100.8,568306,81.37,336811,122.69,607607,54.29,2897353,#N/A N/A,#N/A N/A,12.12,19473143,73.98,377689,179.58,853208,169.69,240730,139.61,317933,1209.59,897257,232.69,275598,151.82,331556,230.21,280855,135.42,350872,62.19,321450,#N/A N/A,#N/A N/A,167.05,367795,44.315,1180550,88.91,448981,126.74,484441,83.98,137118,64.66,1576785,174.61,118493,270.02,617466,116.78,184084,87.61,327032,100.85,918980,761.26,89859,296.67,881316,30.19,13305367,68.41,1116274,67.28,1133859,220.99,347404,43.3,610923,54.488,467321,339.99,294672,248.49,49024,54.69,809814,1807.25,191442,34.63,1184388,521.13,97629,38.35,675163,61.75,1611304,91.44,110634,200.69,1267703,25.32,2231731,53.73,601779,126.48,183028,75.51,4410127,37.94,926366,63.66,614967,#N/A N/A,#N/A N/A,159.44,1313601,144,372459,124.03,40601,44.05,418771,107.21,353407,66.85,673034,43.58,1214019,73.06,394736,107.24,200861,69.01,413692,43.6,672345,43.68,1188754,49.94,463084,89.72,705017,349.79,495042,207.04,294942,73.62,280955,75.33,729753,145.69,240550,87.51,314228,40.67,3779583,148.68,519219,307.11,164998,181.75,463275,46.14,523405,51.25,549504,27.99,1285141,101.42,728843,28.91,1299944,223.55,147341,56.99,1141397,189.1,1232444,47.11,533860,43.74,407506,106.68,1133193,38.99,6064064,56.78,1882107,161.17,241547,41.78,172934,72.68,1343313,#N/A N/A,#N/A N/A,90.7,377122,75.13,2955446,128.11,1572773,32,120925,76.83,1544504,55.69,2128665,105.9277,729348,159.64,586420,78.25,717012,95.09,471129,99.08,240383,52.07,789141,94.12,459156,112.23,2189612,22.13,2157907,20.89,920284,49.1834,490921,112.28,336200,108.86,570841,83.2202,216821,#N/A N/A,#N/A N/A,197.29,306781,26.3,597680,98.52,537651,106.3,279773,82.32,689387,74.85,645838,43.23,999541,85.7852,409628,52.25,1661253,107.19,1370539,38.57,2585688,136.47,240092,81.82,604779,121.64,396417,62.29,1009392,130.23,459309,96.51,472223,71.49,843440,2.5,94618,110.95,607306,447.95,151895,62.74,514621,61.71,580648,238.72,71941,80.77,1005913,80.54,353500,20.23,467955,52.1,190636,38.47,1574301,#N/A N/A,#N/A N/A,65,555702,126.14,782195,84.3,183975,12.98,10112583,130.13,335068,27.39,1516244,184.33,3752956,70.13,173158,19.74,4712997,264.88,675159,30.32,945883,137.12,328075,94.95,493395,66.63,583286,30.63,1753782,47.61,424477,195.46,236510,84.4494,335182,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.47,510871,128.54,112483,44,1255138,62.0853,595958,205.21,387055,17.812,16645986,73.9,1767823,59.41,939677,90.7,103029,33.76,1638550,44.14,3510635,50.07,142820,1086.4,364744,1095.76,512509,97.41,191828,103.65,300517,32.74,1310707,60.27,356733,256.83,704068,236.06,159369,51.63,2599956,90.71,481828,14.85,2796695,21.26,955528,85.96,578083,190.51,902993,50.59,811820,50.97,559517,55.4,401741,232.66,147557,80.25,341266,43.77,924275,147.9263,992540,15.06,3985617,21.53,2456673,36.45,826986,56.583,454900
1/5/2018,69.9,465555,52.65,899223,43.75,28849896,101.11,1097510,95.32,462069,202.32,102197,58.99,1753696,157.67,505502,185.34,898135,91.67,716801,40.18,932809,118.3,747606,110.84,848118,57.39,379618,#N/A N/A,#N/A N/A,10.87,1238445,44.865,1194812,60.65,1074969,101.31,97055,63.51,219707,65.83,417954,131.72,256676,241.07,500479,73.74,219562,101.87,558606,81.57,207342,122.8,764233,54.6,2967439,#N/A N/A,#N/A N/A,11.88,10034857,73.79,590633,180.65,883771,170.27,230561,140.51,404683,1229.14,1104979,236.77,137734,152.45,209118,234.34,251909,136.57,265395,62.99,209801,#N/A N/A,#N/A N/A,168.45,213802,44.855,701838,91.57,494163,127,369244,83.19,108426,66.37,1800688,174.26,213978,271.62,863902,118.16,160935,86.75,336135,101.08,898676,775.5,80758,308.84,1240506,30.33,11924524,69.18,461605,68.87,1167672,222.08,641288,43.57,487853,54.56,332314,342.49,424338,249.05,17830,54.83,709705,1823.54,106734,34.44,1281967,525.57,100963,38.59,621109,61.89,1593236,92.56,82078,201.42,1564547,25.97,3005199,55.29,635954,127.86,296467,75.41,4748800,38.06,907150,63.22,716383,#N/A N/A,#N/A N/A,161.96,1136669,144.26,369257,127.62,51633,44.27,447792,108.03,334953,66.3,777826,43.99,606936,72.94,246474,108.25,205592,70.53,751774,43.67,537040,43.88,1860840,50.07,397751,89.57,393645,350.88,889984,210.55,287715,74,191439,75.42,907989,145.73,266085,88.47,349754,41.04,4797373,149.65,398025,313.79,176470,181.46,344092,45.81,886042,52.745,658304,27.87,963764,101.43,556943,28.76,959307,230.5,111965,56.88,1172559,187.75,972378,47.29,320807,43.53,386546,108.1,829087,39.53,7024672,57.72,1994358,161.64,239766,41.66,141209,73.3,730109,#N/A N/A,#N/A N/A,91.48,330572,78.45,2678472,127.9,1511722,31.8,83821,76.84,1455385,55.97,1371832,107.3079,760360,160.32,439205,78.16,506151,95.72,604735,99.91,271584,52.49,724361,94.71,576167,111.62,2121282,22,1683647,20.79,843184,49.0241,694946,113,324967,111.14,666039,82.639,229386,#N/A N/A,#N/A N/A,200.3,217453,26.46,641546,99.31,385538,106.2,341291,81.94,1170571,75.53,650175,43.11,1024357,87.0393,268230,53.26,834015,112.39,1909834,39.69,2164106,137.18,325554,81.74,556222,122.83,232908,62.98,867255,129.99,371342,97.11,292866,72.43,700674,2.47,144826,112.17,668026,449.49,129145,62.69,955604,61.82,523669,239.37,112768,81.39,654632,79.92,310005,20.25,680334,51.66,129337,38.62,664767,#N/A N/A,#N/A N/A,65.09,427875,127.12,613542,83.9,388110,13.2,18002404,129.98,246490,27.445,1276546,186.85,3970115,71.62,418958,19.9,3714056,265.92,537177,30.11,999942,136.18,293433,95.49,426964,67.29,599314,30.71,1882045,48.25,226038,197,88799,84.9954,345390,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.14,220539,128.36,108929,44.1,447894,61.3746,573946,204.7,546090,17.8216,17579170,74.52,2501137,59.92,634616,91.06,164704,33.64,1808980,44.01,2425393,50.41,68193,1102.23,409269,1110.29,555478,97.5,193412,103.56,281845,32.55,1228617,59.74,339878,255.52,581312,238.25,121669,51.82,2134515,92.41,480164,14.98,1861581,21.23,899301,86.93,525596,192.5,1192404,52.16,1420817,51.25,494759,55.16,342125,233.75,163131,79.29,472417,43.98,669093,148.9604,777579,15.05,4550370,21.75,2053163,36.35,664388,57.484,426273
